Insee - Statistiques locales; ; ; ; 
Référentiel géographique : France par commune; ; ; ; 
Code;Libellé;Nb de familles 2019;Part des familles avec 3 enf. ou plus de - de 25 ans 2019;Population municipale 2019
51160;Compertrix;445;10.1;1376
51161;Condé-sur-Marne;240;6.2;768
51162;Conflans-sur-Seine;186;10.9;636
51163;Congy;77;6.9;268
51164;Connantray-Vaurefroy;49;0;148
51165;Connantre;325;6.2;1036
51166;Contault;20;0;68
51167;Coole;44;11.1;148
51168;Coolus;69;6.7;220
51169;Corbeil;29;16.7;95
51170;Corfélix;30;0;111
51171;Cormicy;447;6.6;1487
51172;Cormontreuil;2010;5.4;6458
51173;Cormoyeux;39;0;124
51174;Corribert;15;0;62
51175;Corrobert;67;23.1;210
51176;Corroy;42;12.5;151
51177;Coulommes-la-Montagne;63;0;205
51178;Coupetz;25;0;80
51179;Coupéville;55;0;164
51181;Courcelles-Sapicourt;127;7.7;395
51182;Courcemain;30;0;93
51183;Courcy;380;9.2;1210
51184;Courdemanges;135;3.7;392
51185;Courgivaux;94;11.1;299
51186;Courjeonnet;15;0;47
51187;Courlandon;77;12.2;283
51188;Courmas;70;7.1;213
51190;Courtagnon;24;0;68
51191;Courtémont;15;0;60
51192;Courthiézy;105;9.5;347
51193;Courtisols;762;6.6;2382
51194;Courville;152;9.9;460
51195;Couvrot;269;5.3;823
51196;Cramant;285;3.5;880
51197;La Croix-en-Champagne;25;20;79
51198;Crugny;200;7.5;668
51199;Cuchery;130;3.8;408
51200;Cuis;120;4.2;369
51201;Cuisles;39;0;126
51202;Cumières;224;8.8;749
51203;Cuperly;70;14.3;223
51204;Damery;409;5;1377
51205;Dampierre-au-Temple;90;5.6;272
51206;Dampierre-le-Château;35;14.3;113
51208;Dampierre-sur-Moivre;34;0;110
51210;Dizy;466;2.6;1496
51211;Dommartin-Dampierre;20;0;68
51212;Dommartin-Lettrée;51;10;155
51213;Dommartin-sous-Hans;16;0;60
51214;Dommartin-Varimont;40;12.5;138
51215;Dompremy;40;0;127
51216;Dontrien;82;12.5;263
51217;Dormans;807;8.1;2918
51218;Val-de-Vière;35;0;130
51219;Drosnay;74;14.3;223
51220;Drouilly;46;22.2;140
51222;Éclaires;25;0;95
51223;Écollemont;19;0;56
51224;Écriennes;55;9.1;170
51225;Écueil;96;5.1;305
51226;Écury-le-Repos;18;0;55
51227;Écury-sur-Coole;157;9.7;488
51228;Élise-Daucourt;25;0;84
51229;Épense;35;0;120
51230;Épernay;5658;9;22433
51231;L'Épine;223;4.7;654
51232;Époye;130;7.7;415
51233;Escardes;20;0;69
51234;Esclavolles-Lurey;195;7.5;618
51235;Les Essarts-lès-Sézanne;73;5.8;246
51236;Les Essarts-le-Vicomte;34;14.3;139
51237;Esternay;542;11.7;1820
51238;Étoges;138;13.2;490
51239;Étréchy;35;0;105
51240;Étrepy;42;0;127
51241;Euvy;25;20;81
51242;Fagnières;1500;12.7;4843
51243;Faux-Fresnay;87;5.1;308
51244;Faux-Vésigneul;80;6.2;241
51245;Faverolles-et-Coëmy;195;5.1;573
51246;Favresse;69;7.1;222
51247;Fèrebrianges;45;0;143
51248;Fère-Champenoise;632;9.4;2162
51249;Festigny;123;7.9;389
51250;Fismes;1566;11;5589
51251;Flavigny;55;9.1;170
51252;Fleury-la-Rivière;170;2.8;518
51253;Florent-en-Argonne;58;8;228
51254;Fontaine-Denis-Nuisy;65;0;232
51255;Fontaine-en-Dormois;5;0;13
51256;Fontaine-sur-Ay;105;9.2;340
51258;La Forestière;70;7.1;209
51259;Francheville;67;0;196
51260;Le Fresne;20;0;76
51262;Frignicourt;579;5.3;1816
51263;Fromentières;130;11.5;380
51264;Le Gault-Soigny;160;12.5;512
51265;Gaye;186;5.3;590
51266;Germaine;181;5.6;530
51267;Germigny;68;0;176
51268;Germinon;46;11.1;178
51269;Giffaumont-Champaubert;85;0;274
51270;Gigny-Bussy;68;7.7;237
51272;Givry-en-Argonne;117;13.5;456
51273;Givry-lès-Loisy;24;0;70
51274;Gizaucourt;40;0;117
51275;Glannes;60;8.3;188
51276;Gourgançon;49;0;145
51277;Sainte-Marie-du-Lac-Nuisement;71;14.3;272
51278;Les Grandes-Loges;90;5.6;275
51279;Granges-sur-Aube;45;11.1;184
51280;Gratreuil;10;0;25
51281;Grauves;205;4.9;619
51282;Gueux;563;8.6;1796
51283;Hans;46;0;147
51284;Haussignémont;95;10.5;304
51285;Haussimont;50;10;139
51286;Hauteville;74;6.4;237
51287;Hautvillers;214;0;675
51288;Heiltz-le-Hutier;82;0;238
51289;Heiltz-le-Maurupt;125;8;435
51290;Heiltz-l'Évêque;72;14.3;288
51291;Hermonville;425;5.4;1391
51292;Herpont;42;0;127
51293;Heutrégiville;140;10.7;478
51294;Hourges;24;0;78
51295;Huiron;91;4.6;304
51296;Humbauville;25;0;78
51298;Igny-Comblizy;126;4.1;428
51299;Isles-sur-Suippe;283;7.3;928
51300;Isle-sur-Marne;30;0;95
51301;Isse;39;0;109
51302;Les Istres-et-Bury;30;0;95
51303;Jâlons;172;8.8;552
51304;Janvilliers;36;0;171
51305;Janvry;43;11.1;126
51306;Joiselle;31;16.7;103
51307;Jonchery-sur-Suippe;66;7.7;222
51308;Jonchery-sur-Vesle;580;3.4;1857
51309;Jonquery;36;14.3;113
51310;Jouy-lès-Reims;74;7.1;227
51311;Jussecourt-Minecourt;66;7.7;208
51312;Juvigny;310;6.5;938
51313;Lachy;104;8.6;323
51314;Lagery;60;16.7;225
51315;Landricourt;44;11.1;146
51316;Larzicourt;83;0;273
51317;Laval-sur-Tourbe;15;0;54
51318;Lavannes;179;10.6;571
51319;Lenharrée;30;0;100
51320;Leuvrigny;85;5.9;310
51321;Lhéry;29;0;81
51322;Lignon;36;14.3;124
51323;Linthelles;34;14.3;105
51324;Linthes;35;0;114
51325;Lisse-en-Champagne;42;12.5;113
51326;Livry-Louvercy;325;12.2;1091
51327;Loisy-en-Brie;60;8.3;180
51328;Loisy-sur-Marne;306;8.2;1104
51329;Loivre;423;5.9;1348
51333;Ludes;207;5.3;674
51334;Luxémont-et-Villotte;154;6.9;472
51336;Maffrécourt;15;0;58
51337;Magneux;80;12.5;271
51338;Mailly-Champagne;203;2.5;640
51339;Mairy-sur-Marne;193;5.1;557
51340;Maisons-en-Champagne;155;6.5;539
51341;Malmy;5;0;34
51342;Mancy;81;0;246
51343;Marcilly-sur-Seine;207;7.3;628
51344;Mardeuil;481;5.5;1480
51345;Mareuil-en-Brie;81;6.4;284
51346;Mareuil-le-Port;367;6.8;1157
51348;Marfaux;35;0;116
51349;Margerie-Hancourt;53;18.2;173
51350;Margny;40;0;125
51351;Marigny;30;0;108
51352;Marolles;249;12.5;876
51353;Marsangis;15;0;47
51354;Marson;91;11.1;283
51355;Massiges;11;50;52
51356;Matignicourt-Goncourt;51;0;151
51357;Matougues;201;4.9;612
51358;Maurupt-le-Montois;171;8.6;584
51359;Mécringes;66;7.7;207
51360;Le Meix-Saint-Epoing;90;5.8;294
51361;Le Meix-Tiercelin;35;14.3;167
51362;Merfy;200;4.8;603
51363;Merlaut;82;11.8;254
51364;Méry-Prémecy;22;0;66
51365;Les Mesneux;289;8.3;876
51367;Le Mesnil-sur-Oger;323;4.8;1055
51368;Minaucourt-le-Mesnil-lès-Hurlus;10;50;50
51369;Mœurs-Verdey;101;10;314
51370;Moiremont;65;0;193
51371;Moivre;10;50;62
51372;Moncetz-Longevas;168;5.2;528
51373;Moncetz-l'Abbaye;29;0;92
51374;Mondement-Montgivroux;13;0;26
51375;Montbré;110;4.5;319
51376;Montgenost;48;10;151
51377;Montépreux;16;33.3;47
51378;Monthelon;115;4.3;348
51379;Montigny-sur-Vesle;150;3.2;510
51380;Montmirail;985;9.6;3571
51381;Montmort-Lucy;193;7.5;613
51382;Mont-sur-Courville;28;16.7;119
51384;Morangis;123;4.3;408
51386;Morsains;41;12.5;136
51387;Moslins;98;4.6;297
51388;Mourmelon-le-Grand;1187;13.5;5150
51389;Mourmelon-le-Petit;245;10.2;813
51390;Moussy;231;4.6;783
51391;Muizon;680;8.8;2119
51392;Mutigny;60;0;189
51393;Nanteuil-la-Forêt;83;0;293
51395;Nesle-la-Reposte;26;20;98
51396;Nesle-le-Repons;44;11.1;143
51397;La Neuville-aux-Bois;44;0;139
51398;La Neuville-aux-Larris;50;0;185
51399;La Neuville-au-Pont;165;6;544
51402;Neuvy;75;13.1;266
51403;Nogent-l'Abbesse;166;5;524
51404;Noirlieu;35;14.3;107
51406;Norrois;46;0;152
51407;La Noue;125;12.9;420
51409;Nuisement-sur-Coole;115;4.4;367
51410;Œuilly;212;4.8;652
51412;Ognes;15;0;60
51413;Oiry;299;3.4;871
51414;Olizy;55;0;150
51415;Omey;59;8;205
51416;Orbais-l'Abbaye;170;8.7;550
51417;Orconte;119;3.7;378
51418;Ormes;144;6.8;446
51419;Outines;31;16.7;129
51420;Outrepont;25;0;82
51421;Oyes;32;16.7;99
51422;Pargny-lès-Reims;135;7.4;475
51423;Pargny-sur-Saulx;518;8.9;1766
51424;Passavant-en-Argonne;64;7.7;207
51425;Passy-Grigny;120;8.3;383
51426;Péas;25;0;66
51428;Les Petites-Loges;148;13.1;495
51429;Pévy;65;7.7;205
51430;Pierre-Morains;25;20;86
51431;Pierry;382;5.2;1198
51432;Pleurs;226;8.1;836
51433;Plichancourt;75;7.1;256
51434;Plivot;240;6;740
51435;Pocancy;53;10;178
51436;Pogny;282;7.3;924
51437;Poilly;30;0;95
51438;Poix;20;0;69
51439;Pomacle;145;0;465
51440;Pontfaverger-Moronvilliers;522;8.7;1745
51441;Ponthion;35;14.3;106
51442;Possesse;40;12.5;137
51443;Potangis;37;14.3;121
51444;Pouillon;144;0;506
51445;Pourcy;69;0;202
51446;Pringy;135;3.7;434
51447;Prosnes;156;9.7;486
51448;Prouilly;166;6.1;555
51449;Prunay;335;4.5;1028
51450;Puisieulx;134;7.2;426
51451;Queudes;26;0;90
51452;Rapsécourt;10;0;33
51453;Recy;327;5.7;1033
51454;Reims;43229;11.2;181194
51455;Reims-la-Brûlée;69;0;223
51456;Remicourt;25;20;60
51457;Reuil;81;0;280
51458;Reuves;20;0;63
51459;Réveillon;30;0;110
51460;Rieux;55;9.1;195
51461;Rilly-la-Montagne;320;4.6;1020
51463;Les Rivières-Henruel;57;9.1;168
51464;Romain;99;9.2;309
51465;Romery;50;10;163
51466;Romigny;70;7.1;217
51468;Rosnay;124;4;363
51469;Rouffy;35;0;111
51470;Rouvroy-Ripont;0;N/A - division par 0;4
51471;Sacy;122;3.8;376
51472;Saint-Amand-sur-Fion;318;7.9;1033
51473;Saint-Bon;36;0;104
51474;Saint-Brice-Courcelles;1063;7.1;3417
51475;Saint-Chéron;20;25;61
51476;Saint-Étienne-au-Temple;258;5.7;819
51477;Saint-Étienne-sur-Suippe;94;5.6;330
51478;Saint-Eulien;124;11.6;424
51479;Saint-Euphraise-et-Clairizet;78;6.7;242
51480;Sainte-Gemme;40;12.5;138
51482;Saint-Germain-la-Ville;187;10.8;681
51483;Saint-Gibrien;160;15.4;536
51484;Saint-Gilles;87;5.9;279
51485;Saint-Hilaire-au-Temple;113;14;346
51486;Saint-Hilaire-le-Grand;102;10.4;373
51487;Saint-Hilaire-le-Petit;106;14;342
51488;Saint-Imoges;95;10.5;317
51489;Saint-Jean-devant-Possesse;10;0;32
51490;Saint-Jean-sur-Moivre;61;0;203
51491;Saint-Jean-sur-Tourbe;30;0;89
51492;Saint-Just-Sauvage;452;4.1;1426
51493;Saint-Léonard;36;14.3;109
51495;Saint-Loup;26;0;78
51496;Saint-Lumier-en-Champagne;82;6.3;268
51497;Saint-Lumier-la-Populeuse;11;50;44
51498;Saint-Mard-sur-Auve;20;25;63
51499;Saint-Mard-lès-Rouffy;45;11.1;161
51500;Saint-Mard-sur-le-Mont;30;16.7;118
51501;Sainte-Marie-à-Py;60;16.7;195
51502;Saint-Martin-aux-Champs;27;20;114
51503;Saint-Martin-l'Heureux;30;0;85
51504;Saint-Martin-sur-le-Pré;273;0;804
51505;Saint-Masmes;156;6.2;486
51506;Saint-Memmie;1640;7.8;5474
51507;Sainte-Menehould;1121;7.7;4165
51508;Saint-Ouen-Domprot;64;7.7;204
51509;Saint-Pierre;95;5.3;307
51510;Saint-Quentin-les-Marais;36;14.3;129
51511;Saint-Quentin-le-Verger;39;12.5;119
51512;Saint-Quentin-sur-Coole;35;0;102
51513;Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson;167;5.9;525
51514;Saint-Remy-sous-Broyes;35;14.3;106
51515;Saint-Remy-sur-Bussy;99;9.8;338
51516;Saint-Saturnin;16;33.3;51
51517;Saint-Souplet-sur-Py;38;12.5;120
51518;Saint-Thierry;180;8;616
51519;Saint-Thomas-en-Argonne;15;0;39
51520;Saint-Utin;24;20;77
51521;Saint-Vrain;66;15.4;226
51522;Sapignicourt;127;16.6;419
51523;Sarcy;85;6.4;269
51524;Saron-sur-Aube;95;0;304
51525;Sarry;682;6.3;2037
51526;Saudoy;130;7.7;386
51527;Savigny-sur-Ardres;71;0;272
51528;Scrupt;40;12.5;130
51529;Selles;119;18.5;417
51530;Sept-Saulx;198;10.7;671
51531;Sermaize-les-Bains;510;6.9;1789
51532;Sermiers;177;5.7;568
51533;Servon-Melzicourt;29;16.7;106
51534;Serzy-et-Prin;60;16.7;207
51535;Sézanne;1275;7.9;4772
51536;Sillery;554;4.4;1796
51537;Sivry-Ante;50;10;179
51538;Sogny-aux-Moulins;35;14.3;111
51539;Sogny-en-l'Angle;26;0;71
51542;Soizy-aux-Bois;64;15.4;190
51543;Somme-Bionne;20;25;71
51544;Sommepy-Tahure;178;11.1;639
51545;Sommesous;144;7.1;502
51546;Somme-Suippe;139;10.7;506
51547;Somme-Tourbe;40;12.5;140
51548;Somme-Vesle;96;5.3;363
51549;Somme-Yèvre;41;0;121
51550;Sompuis;85;5.9;270
51551;Somsois;66;7.7;199
51552;Songy;86;0;265
51553;Souain-Perthes-lès-Hurlus;75;6.7;240
51555;Soudé;53;0;166
51556;Soudron;90;11.1;292
51557;Soulanges;134;10.9;466
51558;Soulières;45;0;141
51559;Suippes;884;11;3864
51560;Suizy-le-Franc;36;14.3;109
51562;Taissy;690;7.2;2183
51563;Talus-Saint-Prix;35;0;106
51564;Val de Livre;190;5.3;607
51565;Thaas;30;16.7;102
51566;Thibie;106;4.5;295
51567;Thiéblemont-Farémont;129;11.1;527
51568;Thil;86;5.8;301
51569;Thillois;130;15.4;508
51570;Le Thoult-Trosnay;30;0;105
51571;Val-de-Vesle;293;6.8;916
51572;Tilloy-et-Bellay;75;6.7;233
51573;Tinqueux;3046;8.5;10294
51574;Togny-aux-Bœufs;50;0;138
51576;Tours-sur-Marne;410;4.8;1384
51577;Tramery;50;10;151
51578;Trécon;25;0;87
51579;Tréfols;56;9.1;177
51580;Trépail;122;8.6;436
51581;Treslon;70;0;246
51582;Trigny;171;8.3;542
51583;Trois-Fontaines-l'Abbaye;60;0;190
51584;Trois-Puits;29;16.7;147
51585;Troissy;244;3.9;794
51586;Unchair;58;8.3;177
51587;Vadenay;70;7.1;232
51588;Valmy;93;6;303
51589;Vanault-le-Châtel;54;9.1;174
51590;Vanault-les-Dames;104;4.8;366
51591;Vandeuil;63;7.7;176
51592;Vandières;95;0;298
51594;Vassimont-et-Chapelaine;22;0;65
51595;Vatry;49;0;155
51596;Vauchamps;108;14.1;367
51597;Vauciennes;112;4.4;336
51598;Vauclerc;165;4.9;485
51599;Vaudemange;90;11.1;323
51600;Vaudesincourt;31;0;98
51601;Vavray-le-Grand;49;10;158
51602;Vavray-le-Petit;20;0;65
51603;Vélye;70;7.1;205
51604;Ventelay;90;0;258
51605;Venteuil;165;3;528
51607;Verdon;75;6.7;206
51608;Vernancourt;25;0;86
51609;Verneuil;262;5.6;846
51610;Verrières;125;7.7;391
51611;Vert-Toulon;90;16.7;286
51612;Blancs-Coteaux;940;7.4;3332
51613;Verzenay;261;7.5;1047
51614;Verzy;266;7;961
51616;Vésigneul-sur-Marne;74;6.7;233
51617;La Veuve;202;8.5;605
51618;Le Vézier;65;15.4;190
51619;Le Vieil-Dampierre;41;0;113
51620;Vienne-la-Ville;50;10;173
51621;Vienne-le-Château;130;7.7;517
51622;Ville-Dommange;120;4.1;401
51623;Ville-en-Selve;85;12.5;281
51624;Ville-en-Tardenois;200;7.5;648
51625;Villeneuve-la-Lionne;90;0;283
51626;La Villeneuve-lès-Charleville;34;0;118
51627;Villeneuve-Renneville-Chevigny;104;0;323
51628;Villeneuve-Saint-Vistre-et-Villevotte;39;12.5;122
51629;Villers-Allerand;265;5.6;912
51630;Villers-aux-Bois;106;9.5;330
51631;Villers-aux-Nœuds;77;9.1;246
51632;Villers-en-Argonne;72;0;237
51633;Villers-Franqueux;95;5.1;296
51634;Villers-le-Château;92;11.7;264
51635;Villers-le-Sec;30;0;110
51636;Villers-Marmery;155;0;501
51637;Villers-sous-Châtillon;71;7.1;212
51638;Villeseneux;59;8.3;207
51639;La Ville-sous-Orbais;15;0;43
51640;Ville-sur-Tourbe;68;7.1;213
51641;Villevenard;62;0;203
51642;Villiers-aux-Corneilles;35;14.3;111
51643;Vinay;170;5.9;549
51644;Vincelles;97;0;308
51645;Vindey;35;14.3;110
51646;Virginy;25;0;82
51647;Vitry-en-Perthois;251;7.7;830
51648;Vitry-la-Ville;114;8.4;382
51649;Vitry-le-François;2864;11.9;11376
51650;Voilemont;15;0;46
51652;Vouarces;24;0;58
51654;Vouillers;85;5.9;258
51655;Vouzy;96;4.4;291
51656;Vraux;124;4;454
51657;Vrigny;75;7.1;247
51658;Vroil;35;14.3;104
51659;Wargemoulin-Hurlus;10;0;47
51660;Warmeriville;790;8.9;2591
51662;Witry-lès-Reims;1536;7.2;4971
51663;Magenta;480;6.2;1697
52001;Ageville;90;5.7;312
52002;Aigremont;5;0;23
52003;Aillianville;40;12.5;150
52004;Aingoulaincourt;5;0;13
52005;Aizanville;10;0;34
52006;Allichamps;125;8;355
52007;Ambonville;20;25;87
52008;Andelot-Blancheville;220;2.2;867
52009;Andilly-en-Bassigny;24;0;105
52011;Annéville-la-Prairie;26;0;91
52012;Annonville;10;0;30
52013;Anrosey;40;12.5;124
52014;Aprey;61;8.3;187
52015;Arbigny-sous-Varennes;30;0;86
52016;Arbot;20;0;68
52017;Arc-en-Barrois;200;6.8;729
52019;Arnancourt;35;0;90
52021;Attancourt;96;0;267
52022;Aubepierre-sur-Aube;55;9.1;185
52023;Auberive;44;0;155
52025;Audeloncourt;25;0;87
52027;Aujeurres;20;25;73
52028;Aulnoy-sur-Aube;15;0;54
52029;Autigny-le-Grand;42;0;138
52030;Autigny-le-Petit;22;25;56
52031;Autreville-sur-la-Renne;119;7.9;371
52033;Avrecourt;38;12.5;108
52034;Bailly-aux-Forges;45;0;143
52035;Baissey;58;8.3;186
52037;Bannes;119;11.7;370
52038;Bassoncourt;20;0;64
52039;Baudrecourt;29;0;89
52040;Bay-sur-Aube;26;0;54
52042;Beauchemin;31;16.7;107
52043;Belmont;15;33.3;58
52044;Roches-Bettaincourt;178;5.7;553
52045;Bettancourt-la-Ferrée;593;4.2;1792
52047;Beurville;30;16.7;103
52050;Biesles;418;6.9;1340
52051;Bize;16;0;85
52053;Blaisy;20;0;73
52055;Blécourt;31;0;115
52056;Blessonville;56;8.3;187
52057;Blumeray;36;0;104
52058;Bologne;542;6.5;1851
52059;Bonnecourt;40;25;141
52060;Bourbonne-les-Bains;510;5.9;1977
52061;Bourdons-sur-Rognon;82;6.5;291
52062;Bourg;51;0;160
52063;Bourg-Sainte-Marie;29;0;99
52064;Bourmont-entre-Meuse-et-Mouzon;215;7.1;781
52065;Bouzancourt;20;0;65
52066;Brachay;15;33.3;63
52067;Brainville-sur-Meuse;25;0;75
52069;Braux-le-Châtel;45;0;144
52070;Brennes;44;0;123
52072;Brethenay;126;4;379
52074;Breuvannes-en-Bassigny;190;7.9;673
52075;Briaucourt;54;0;177
52076;Bricon;130;10.8;448
52079;Brousseval;200;7.7;659
52082;Bugnières;45;11.1;155
52083;Champsevraine;235;4.3;737
52084;Busson;10;0;42
52085;Buxières-lès-Clefmont;5;0;26
52087;Buxières-lès-Villiers;71;7.1;197
52088;Ceffonds;194;7.7;645
52089;Celles-en-Bassigny;21;25;76
52090;Celsoy;29;0;102
52091;Cerisières;20;25;85
52092;Chalancey;30;16.7;105
52093;Chalindrey;738;6.4;2429
52094;Vals-des-Tilles;65;7.7;178
52095;Chalvraines;60;8.3;190
52097;Chambroncourt;20;0;49
52099;Chamouilley;262;5.4;798
52101;Champigneulles-en-Bassigny;10;0;41
52102;Champigny-lès-Langres;129;7.3;422
52103;Champigny-sous-Varennes;34;14.3;113
52104;Chancenay;342;4.5;1045
52105;Changey;84;5.9;300
52106;Chanoy;38;12.5;122
52107;Chantraines;78;13.3;226
52108;Charmes;45;0;146
52109;Charmes-en-l'Angle;0;N/A - division par 0;7
52110;Charmes-la-Grande;49;10;153
52113;Chassigny;72;16.1;261
52114;Châteauvillain;449;9.8;1579
52115;Chatenay-Mâcheron;34;0;99
52116;Chatenay-Vaudin;20;25;49
52118;Chatonrupt-Sommermont;85;0;279
52119;Chaudenay;110;9.1;345
52120;Chauffourt;62;8.3;189
52121;Chaumont;5441;7.8;21847
52122;Chaumont-la-Ville;30;16.7;116
52123;Chevillon;401;10.1;1297
52124;Chézeaux;25;0;76
52125;Chamarandes-Choignes;328;5.9;1042
52126;Choilley-Dardenay;49;10;159
52127;Choiseul;20;0;78
52128;Cirey-lès-Mareilles;40;0;145
52129;Cirey-sur-Blaise;36;14.3;121
52130;Cirfontaines-en-Azois;56;9.1;189
52131;Cirfontaines-en-Ornois;19;25;74
52132;Clefmont;51;10;168
52133;Clinchamp;20;0;71
52134;Cohons;66;0;223
52135;Coiffy-le-Bas;19;0;88
52136;Coiffy-le-Haut;39;12.5;111
52137;Colmier-le-Bas;5;0;22
52138;Colmier-le-Haut;20;0;63
52140;Colombey les Deux Églises;212;6.6;706
52141;Condes;88;5.1;298
52142;Consigny;21;0;72
52145;Coublanc;30;0;118
52146;Coupray;48;20;155
52147;Courcelles-en-Montagne;29;0;89
52149;Courcelles-sur-Blaise;26;20;93
52151;Cour-l'Évêque;40;12.5;148
52155;Culmont;155;6.5;513
52156;Curel;128;3.5;407
52157;Curmont;0;N/A - division par 0;12
52158;Cusey;80;6.3;282
52159;Cuves;5;0;26
52160;Daillancourt;14;0;64
52161;Daillecourt;24;0;72
52162;Dammartin-sur-Meuse;55;18.2;197
52163;Dampierre;120;8.2;384
52164;Damrémont;50;10;197
52165;Dancevoir;59;8.3;194
52167;Darmannes;86;11.8;262
52168;Dinteville;20;0;60
52169;Domblain;24;0;78
52170;Dommarien;50;10;166
52171;Dommartin-le-Franc;71;7.1;243
52172;Dommartin-le-Saint-Père;81;12.8;280
52173;Domremy-Landéville;25;0;77
52174;Doncourt-sur-Meuse;9;0;37
52175;Donjeux;101;20.4;390
52177;Doulaincourt-Saucourt;218;4.4;790
52178;Doulevant-le-Château;100;10;362
52179;Doulevant-le-Petit;5;0;20
52181;Échenay;25;0;91
52182;Éclaron-Braucourt-Sainte-Livière;625;6.2;2017
52183;Ecot-la-Combe;5;0;39
52184;Effincourt;20;0;59
52185;Enfonvelle;17;0;61
52187;Épizon;50;10;159
52189;Le Val-d'Esnoms;123;13.2;400
52190;Esnouveaux;82;4.9;286
52193;Euffigneix;96;4.7;302
52194;Eurville-Bienville;590;8.4;2033
52195;Farincourt;10;0;37
52196;Faverolles;30;0;96
52197;Fayl-Billot;354;8.6;1298
52198;Fays;23;20;70
52199;Ferrière-et-Lafolie;20;0;50
52200;Flagey;21;25;77
52201;Flammerécourt;15;33.3;69
52203;Fontaines-sur-Marne;40;12.5;146
52204;Forcey;15;0;63
52205;Foulain;218;2.2;687
52206;Frampas;52;0;154
52207;Frécourt;26;0;99
52208;Fresnes-sur-Apance;39;12.5;146
52211;Froncles;425;4.7;1449
52212;Fronville;94;5.1;308
52213;Genevrières;44;11.1;131
52214;La Genevroye;10;0;31
52216;Germaines;10;50;47
52217;Germainvilliers;20;0;87
52218;Germay;14;0;48
52219;Germisay;10;0;18
52220;Giey-sur-Aujon;40;12.5;142
52221;Gillancourt;35;14.3;118
52222;Gillaumé;9;0;35
52223;Gilley;19;0;65
52227;Graffigny-Chemin;68;7.7;215
52228;Grandchamp;25;0;78
52229;Grenant;51;10;151
52230;Gudmont-Villiers;79;6.1;281
52231;Guindrecourt-aux-Ormes;29;16.7;91
52232;Guindrecourt-sur-Blaise;16;0;62
52233;Guyonvelle;34;0;104
52234;Hâcourt;11;0;41
52235;Hallignicourt;79;6.7;260
52237;Harréville-les-Chanteurs;80;12.5;278
52240;Heuilley-le-Grand;55;18.2;193
52242;Haute-Amance;280;9;962
52243;Huilliécourt;36;14.3;120
52244;Humbécourt;244;7.9;761
52245;Humberville;20;0;62
52246;Humes-Jorquenay;184;5.4;579
52247;Illoud;65;0;207
52248;Is-en-Bassigny;179;5.6;545
52249;Isômes;48;0;147
52250;Joinville;769;9;3015
52251;Jonchery;328;5.7;995
52253;Juzennecourt;65;7.7;212
52254;Lachapelle-en-Blaisy;20;0;85
52256;Lafauche;24;0;75
52257;Laferté-sur-Amance;29;0;105
52258;Laferté-sur-Aube;100;10;311
52260;Lamancine;45;0;123
52264;Laneuvelle;25;0;61
52265;Bayard-sur-Marne;389;8.2;1298
52266;Laneuville-à-Rémy;15;0;66
52267;Laneuville-au-Pont;70;7.1;216
52269;Langres;1915;9.4;7668
52271;Lanques-sur-Rognon;63;7.7;197
52272;Lanty-sur-Aube;41;0;114
52273;Larivière-Arnoncourt;36;0;121
52274;Latrecey-Ormoy-sur-Aube;94;5.2;291
52275;Lavernoy;23;20;69
52276;Laville-aux-Bois;62;0;223
52277;Lavilleneuve;20;0;59
52278;Lavilleneuve-au-Roi;29;0;71
52280;Lecey;65;7.7;199
52282;Leffonds;122;8.3;340
52284;Leschères-sur-le-Blaiseron;21;0;94
52285;Leuchey;16;33.3;78
52286;Leurville;24;0;77
52287;Levécourt;25;20;88
52288;Lezéville;35;14.3;121
52289;Liffol-le-Petit;74;0;315
52290;Les Loges;31;0;132
52291;Longchamp;20;25;62
52292;Longeau-Percey;203;4.1;722
52294;Louvemont;211;9.5;696
52295;Louvières;25;0;94
52297;Luzy-sur-Marne;85;6.2;273
52298;Maâtz;14;0;73
52300;Magneux;54;0;163
52301;Maisoncelles;20;0;61
52302;Maizières;51;10;189
52303;Maizières-sur-Amance;35;0;95
52304;Malaincourt-sur-Meuse;15;0;52
52305;Mandres-la-Côte;176;8.7;553
52306;Manois;138;10.2;444
52307;Marac;60;8.3;214
52308;Maranville;120;12.6;403
52310;Marbéville;40;12.5;99
52311;Marcilly-en-Bassigny;70;7.3;224
52312;Mardor;14;0;53
52313;Mareilles;45;11.1;143
52315;Marnay-sur-Marne;111;4.6;336
52316;Mathons;21;25;69
52318;Melay;75;6.7;245
52319;Mennouveaux;15;0;71
52320;Merrey;34;0;94
52321;Mertrud;51;0;179
52322;Meures;45;11.1;132
52325;Millières;30;0;117
52326;Mirbel;10;0;43
52327;Moëslains;162;0;444
52328;Montcharvot;10;0;32
52330;Montheries;20;0;68
52331;La Porte du Der;615;9;2282
52332;Val-de-Meuse;501;4.5;1832
52335;Montot-sur-Rognon;42;12.5;120
52336;Montreuil-sur-Blaise;43;12.5;147
52337;Montreuil-sur-Thonnance;19;0;59
52341;Morancourt;35;0;131
52342;Morionvilliers;5;0;27
52344;Mouilleron;5;0;31
52346;Mussey-sur-Marne;111;14;381
52347;Narcy;67;0;237
52348;Neuilly-l'Évêque;166;2.7;580
52349;Neuilly-sur-Suize;104;0;307
